PeopleName,Country,Population,Language,Religion,Latitude,Longitude,Global Status of  Evangelical Christianity,Evangelical Engagement,Physical Exertion,Freedom Index,Government Restrictions Index,Social Hostilities Index,Threat Level,ROP1,ROP2,ROP3,People Name,GENC,FIPS,FIPS of Origin,Unnamed: 21,Unnamed: 22,IMB Affinity Group,Not Engaged Anywhere,SPI,Strategic Priority Index,Population Layer,Indigenous,ISOalpha3
Cook Islands Deaf,Cook Islands,100,Undetermined,Unknown,-21.2069,-159.77,0,Unengaged,Medium,Free,Low,Moderate,Caution,A017,C0252,114916,Deaf,COK,CW,,,,Deaf Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,COK
Cook Islands Maori,New Zealand,73500,Cook Islands Maori,Christianity - Evangelical Protestant,-43.5642,172.6323,6,Unengaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A010,C0180,102284,Cook Islands Maori,NZL,NZ,,,,Asian Pacific Rim Peoples,,2,No Longer Unreached,"50,000+",Indigenous,NZL
Coorgi Andamanese,India,1900,Andaman Hindi Creole,Hinduism,12.820211,92.759954,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,117122,Coorgi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
"Coos, Hanis",United States,175,English,Christianity - Non-Evangelical Protestant,43.3646,-124.3258,5,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,102285,Coos,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Coquille,United States,600,English,Ethnoreligion - Native American religions,43.394329,-124.219609,1,Unengaged,,,,,,A009,C0154,119481,Coquille,USA,US,,,,American Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,USA
Coreguaje,Colombia,2800,Koreguaje,Ethnoreligion - Animism,0.9472,-75.2125,4,Unengaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,102291,Coreguaje,COL,CO,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,COL
Cori,Nigeria,1800,Kyoli,Christianity - Neo-Pentecostalism,9.537603,8.03731,5,Unengaged,Strenuous,Partly Free,High,Very High,Level 3: Reconsider Travel,A013,C0044,114560,Cori,NGA,NI,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,NGA
Costa Rican,Canada,5800,Spanish,Christianity - Roman Catholicism,45.532002,-73.56137,5,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A007,C0093,102297,Costa Rican,CAN,CA,,,,American Peoples,,2,No Longer Unreached,"<10,000",Diaspora,CAN
Costa Rican,United States,144000,Spanish,Christianity - Roman Catholicism,25.875812,-80.325361,5,Unengaged,Little,Free,Moderate,High,Caution,A007,C0093,102297,Costa Rican,USA,US,CS,,,American Peoples,,2,No Longer Unreached,"100,000+",Diaspora,USA
Cowlitz,United States,275,English,Christianity - Non-Evangelical Protestant,45.877112,-122.699236,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,102302,Cowlitz,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Coyaima,Colombia,57500,Spanish,Ethnoreligion,3.799778,-75.195886,1,Unengaged,Medium,Free,Moderate,Moderate,Level 3: Reconsider Travel,A007,C0201,102304,Coyaima,COL,CO,,,,American Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,COL
"Cree, Swampy",Canada,3300,Swampy Cree,Christianity - Non-Evangelical Protestant,54.6019,-97.7898,6,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0154,102309,"Cree, Swampy",CAN,CA,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,CAN
"Cree, Western",United States,33500,Plains Cree,Christianity - Non-Evangelical Protestant,48.05291,-108.68074,5,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,110777,"Cree, Western",USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,USA
"Cree, Woods",Canada,67500,English,Christianity - Non-Evangelical Protestant,55.07552,-105.321399,6,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0154,102310,"Cree, Woods",CAN,CA,,,,American Peoples,Yes,2,No Longer Unreached,"50,000+",Indigenous,CAN
"Creek, Muskogee",United States,55000,Muskogee,Christianity - Non-Evangelical Protestant,27.07805,-81.05701,5,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,106943,Muskogee,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"50,000+",Indigenous,USA
Crimean Tatar,Kyrgyzstan,700,Crimean Tatar,Islam - Sunni,42.904685,74.605862,1,Unengaged,Strenuous,Not Free,High,High,Level 1: Exercise Normal Precautions,A015,C0223,102312,"Tatar, Crimean",KGZ,KG,UP,,,Central Asian Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,KGZ
Crimean Tatar,Tajikistan,14500,Crimean Tatar,Islam - Sunni,38.589027,68.736681,1,Unengaged,Strenuous,Not Free,High,Low,Level 2: Exercise Increased Caution,A015,C0223,102312,"Tatar, Crimean",TJK,TI,UP,,,Central Asian Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,TJK
Crimean Tatar,Uzbekistan,199000,Crimean Tatar,Islam - Sunni,40.12217,65.50777,1,Unengaged,Medium,Not Free,Very High,Low,Level 1: Exercise Normal Precautions,A015,C0223,102312,"Tatar, Crimean",UZB,UZ,UP,,,Central Asian Peoples,,0,Unengaged and Unreached,"100,000+",Diaspora,UZB
"Crioulo, Upper Guinea",Netherlands,13500,Guinea-Bissau Creole,Islam - Sunni,52.353096,4.837484,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A013,C0173,102314,"Crioulo, Upper Guinea",NLD,NL,GA,,,Sub-Saharan African Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,NLD
Croat,Austria,71000,Croatian,Christianity - Roman Catholicism,47.113,16.25441,1,Unengaged,Little,Free,Moderate,High,Level 1: Exercise Normal Precautions,A003,C0195,102315,Croat,AUT,AU,HR,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,AUT
Croat,Montenegro,6900,Croatian,Christianity - Roman Catholicism,42.4647,18.6435,1,Unengaged,Low,Partly Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0195,102315,Croat,MNE,MJ,,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,MNE
Croat,Slovenia,77500,Croatian,Christianity - Roman Catholicism,46.0555,14.5083,1,Unengaged,Little,Free,Low,Low,Level 1: Exercise Normal Precautions,A003,C0195,102315,Croat,SVN,SI,,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,SVN
Croat,Sweden,9600,Croatian,Christianity - Roman Catholicism,59.295414,18.006104,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A003,C0195,102315,Croat,SWE,SW,HR,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,SWE
Crow,United States,12000,Crow,Christianity - Non-Evangelical Protestant,45.368,-107.87403,5,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,102319,Crow,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,USA
Cuban,Canada,30500,Spanish,Unaffiliated,43.650296,-79.40779,4,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A007,C0093,102324,Cuban,CAN,CA,,,,American Peoples,,2,No Longer Unreached,"10,000+",Diaspora,CAN
Cudigar,India,1800,Marwari (India),Islam - Sunni,25.330847,74.597456,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,111823,Chudigar,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Cuiba,Venezuela,650,Cuiba,Ethnoreligion - Animism,6.23973,-69.44278,1,Unengaged,Medium,Not Free,Moderate,Low,Level 4: Do Not Travel,A007,C0201,102327,Cuiba,VEN,VE,CO,,,American Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,VEN
Cuicatec,Mexico,16000,Spanish,Christianity - Folk Catholicism,17.805556,-96.861111,5,Unengaged,Medium,Partly Free,Moderate,High,Other,A007,C0144,109959,"Cuicateco, Tepeuxila",MEX,MX,,,,American Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,MEX
Cunara,India,2500,Gujarati,Hinduism,22.281403,70.753922,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0297,118912,Chunara,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Cundollu,India,5300,Telugu,Hinduism,16.480511,80.036775,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,118913,Chundollu,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Cung,Cameroon,3800,Chung (Cameroon),Islam - Folk,6.59687,10.41045,1,Unengaged,Strenuous,Not Free,Low,High,Level 2: Exercise Increased Caution,A013,C0044,102333,Cung,CMR,CM,,,,Sub-Saharan African Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,CMR
Cupeno,United States,850,English,Christianity - Non-Evangelical Protestant,33.31483,-116.51471,4,Unengaged,Little,Free,Moderate,High,Caution,A009,C0154,102335,Cupeno,USA,US,,,,American Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,USA
Czech,Austria,8100,Czech,Unaffiliated - Athiesm,48.74158,14.94341,1,Unengaged,Little,Free,Moderate,High,Level 1: Exercise Normal Precautions,A003,C0196,102346,Czech,AUT,AU,EZ,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,AUT
Czech,Canada,39000,Czech,Christianity - Roman Catholicism,43.646977,-79.406357,1,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A003,C0196,102346,Czech,CAN,CA,EZ,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,CAN
Czech,Sweden,6500,Czech,Christianity - Roman Catholicism,55.594888,12.995711,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A003,C0196,102346,Czech,SWE,SW,EZ,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,SWE
Daai Chin,Myanmar,37000,Daai Chin,Ethnoreligion - Animism,20.73472,93.78532,5,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A012,C0332,102348,"Chin, Daai",MMR,BM,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,MMR
Daasanach,South Sudan,4700,Daasanach,Ethnoreligion - Animism,4.7287,35.7455,1,Unengaged,Extreme,Not Free,High,Moderate,Level 4: Do Not Travel,A004,C0276,108362,Reshiat,SSD,OD,ET,,,Northern African and Middle Eastern Peoples,,0,Unengaged and Unreached,"<10,000",Indigenous,SSD
Dabarre,Somalia,44000,Dabarre,Islam - Sunni,1.2179,43.33041,1,Unengaged,Extreme,Not Free,High,High,Level 4: Do Not Travel,A004,C0198,106662,Dabarre,SOM,SO,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,SOM
Dabe,Indonesia,500,Dabe,Christianity - Evangelical Protestant,-2.050638,139.077425,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A010,C0152,102352,Dabe,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Dache,Ethiopia,10000,Gamo,Christianity - Eastern Orthodox,6.026563,37.563351,5,Unengaged,Extreme,Not Free,Moderate,Moderate,Level 3: Reconsider Travel,A004,C0161,102356,Dache,ETH,ET,,,,Northern African and Middle Eastern Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,ETH
Dadupanthi,India,57000,Marwari (India),Hinduism,26.912416,75.787288,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,111860,Dadupanthi,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"50,000+",Indigenous,IND
Dafer,India,275,Kacchi,Hinduism,21.054445,70.531105,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,111861,Dafer,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Daga,Papua New Guinea,16000,Daga,Christianity - Evangelical Protestant,-9.9747,149.26296,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,102364,Daga,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,PNG
Dagel,Chad,2200,Kibet,Islam - Sunni,11.691303,20.687135,1,Unengaged,Extreme,Not Free,High,Moderate,Level 3: Reconsider Travel,A013,C0175,116114,Dagel,TCD,CD,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,TCD
Dahating,Papua New Guinea,3100,Gwahatike,Christianity - Evangelical Protestant,-5.64555,146.45496,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,102378,Dahating,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Dai,Chad,151000,Day,Ethnoreligion,8.52612,17.51464,4,Unengaged,Extreme,Not Free,High,Moderate,Level 3: Reconsider Travel,A013,C0003,112929,"Dai, Dari",TCD,CD,,,,Sub-Saharan African Peoples,Yes,2,No Longer Unreached,"100,000+",Indigenous,TCD
Dair,Sudan,3300,Sudanese Arabic,Islam - Sunni,12.47398,30.67816,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,102390,Dair,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,SDN
Daitapati,India,700,Odia,Hinduism,19.806736,85.818461,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,111874,Daityapati,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Dajo,Sudan,35500,Undetermined,Islam - Sunni,11.391944,29.014444,0,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119452,Dajo,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,SDN
"Dakota, Sioux",Canada,5400,English,Christianity - Non-Evangelical Protestant,50.3451,-103.5326,6,Unengaged,Little,Free,Low,Moderate,Level 1: Exercise Normal Precautions,A009,C0154,102396,"Dakota, Sioux",CAN,CA,,,,American Peoples,,2,No Longer Unreached,"<10,000",Indigenous,CAN
Dalang,Sudan,1000,Dilling,Islam - Sunni,11.645111,29.7945,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0156,119443,Dalang,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,SDN
Dalu,Bangladesh,16500,Darlong,Hinduism,25.090269,90.195427,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,111877,Dalu,BGD,BG,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,BGD
Dalu,India,425,Bengali,Hinduism,26.056375,91.757424,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0321,111877,Dalu,IND,IN,BG,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Damami,India,5700,Mewari,Hinduism,26.451475,74.63615,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0297,118915,Damami,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Damar Selatan,Indonesia,4200,East Damar,Christianity - Evangelical Protestant,-7.148,128.6519,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0132,102408,"Damar, East",IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Damar Utara,Indonesia,1300,West Damar,Christianity - Evangelical Protestant,-7.12065,128.58527,6,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0132,102409,"Damar, West",IDN,ID,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,IDN
Dambi,Papua New Guinea,1400,Dambi,Christianity - Evangelical Protestant,-7.00587,146.47431,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,114392,Dambi,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Damel,Pakistan,9000,Dameli,Islam - Sunni,35.288039,71.669225,1,Unengaged,Strenuous,Partly Free,High,High,Level 3: Reconsider Travel,A012,C0321,102411,Damel,PAK,PK,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,PAK
Dami,Papua New Guinea,8500,Marik,Christianity - Evangelical Protestant,-5.329344,145.578924,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,102412,Dami,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Damla,India,5800,Odia,Hinduism,19.531744,84.72005,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0311,111879,Dammalia,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Dammali,India,7500,Telugu,Hinduism,18.599164,83.862908,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0294,118876,Dammali,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Dampelasa,Indonesia,13500,Dampelas,Islam - Sunni,0.7594,120.2009,1,Unengaged,Medium,Partly Free,Very High,High,Level 2: Exercise Increased Caution,A008,C0103,102416,Dampelasa,IDN,ID,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,IDN
Danaru,Papua New Guinea,325,Danaru,Christianity - Evangelical Protestant,-5.53634,145.45672,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,102420,Danaru,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Danau,Myanmar,5600,Danau,Buddhism - Theravada,20.66445682244065,96.71361199,1,Unengaged,Strenuous,Not Free,Very High,High,Level 4: Do Not Travel,A011,C0147,102421,Danau,MMR,BM,,,,Asian Pacific Rim Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,MMR
Dane,Faroe Islands,4400,Danish,Christianity - Non-Evangelical Protestant,62.01871,-6.770468,5,Unengaged,Little,Free,Moderate,Moderate,Alert,A003,C0190,102439,Danes,FRO,FO,DA,,,European Peoples,,2,No Longer Unreached,"<10,000",Diaspora,FRO
Dane,Greenland,7700,Danish,Unaffiliated,64.18631,-51.710507,4,Unengaged,Little,Free,Moderate,Moderate,Caution,A003,C0190,102439,Danes,GRL,GL,DA,,,European Peoples,,2,No Longer Unreached,"<10,000",Diaspora,GRL
Dane,Iceland,3800,Danish,Unaffiliated,64.14461,-21.959834,1,Unengaged,Little,Free,Moderate,Low,Level 1: Exercise Normal Precautions,A003,C0190,102439,Danes,ISL,IC,DA,,,European Peoples,,0,Unengaged and Unreached,"<10,000",Diaspora,ISL
Dane,Norway,20000,Danish,Unaffiliated,59.914217,10.769807,1,Unengaged,Little,Free,Moderate,Moderate,Level 1: Exercise Normal Precautions,A003,C0190,102439,Danes,NOR,NO,DA,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,NOR
Dane,Sweden,62000,Danish,Unaffiliated,59.282099,18.092675,1,Unengaged,Little,Free,Low,Moderate,Level 2: Exercise Increased Caution,A003,C0190,102439,Danes,SWE,SW,DA,,,European Peoples,,0,Unengaged and Unreached,"50,000+",Diaspora,SWE
Dane,United Kingdom,28500,Danish,Unaffiliated,51.516288,-0.052513,1,Unengaged,Little,Free,Moderate,High,Level 2: Exercise Increased Caution,A003,C0190,102439,Danes,GBR,UK,DA,,,European Peoples,,0,Unengaged and Unreached,"10,000+",Diaspora,GBR
Dangasiya,India,4300,Gujarati,Hinduism,22.772589,71.597431,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,111885,Dangashia,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Daoli,India,2800,Eastern Panjabi,Hinduism,30.96548,76.52376,1,Unengaged,Strenuous,Partly Free,High,Very High,Level 2: Exercise Increased Caution,A012,C0289,118916,Daoli,IND,IN,,,,South Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Indigenous,IND
Daonda,Papua New Guinea,550,Daonda,Christianity - Roman Catholicism,-3.31443,141.2198,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,102445,Daonda,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"<10,000",Indigenous,PNG
Dar Fur Daju,Sudan,123000,Dar Fur Daju,Islam - Sunni,12.25982,25.31274,0,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A013,C0175,102392,"Daju, Dar Fur",SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"100,000+",Indigenous,SDN
Dar Hamid,Sudan,1015000,Sudanese Arabic,Islam - Sunni,14.555791,29.770572,1,Unengaged,Strenuous,Not Free,High,Moderate,Level 4: Do Not Travel,A001,C0019,102447,Dar Hamid,SDN,SU,,,,Northern African and Middle Eastern Peoples,Yes,0,Unengaged and Unreached,"1,000,000+",Indigenous,SDN
Dargin,Kyrgyzstan,2400,Dargwa,Islam - Sunni,42.904218,74.55697,1,Unengaged,Strenuous,Not Free,High,High,Level 1: Exercise Normal Precautions,A003,C0061,102454,Dargin,KGZ,KG,UZ,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Diaspora,KGZ
Dargin,Turkmenistan,2900,Dargwa,Islam - Sunni,40.021393,52.979135,1,Unengaged,Medium,Not Free,High,Low,Level 1: Exercise Normal Precautions,A003,C0061,102454,Dargin,TKM,TX,UZ,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Diaspora,TKM
Dargin,Uzbekistan,3700,Dargwa,Islam - Sunni,42.339888,59.561936,1,Unengaged,Medium,Not Free,Very High,Low,Level 1: Exercise Normal Precautions,A003,C0061,102454,Dargin,UZB,UZ,,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"<10,000",Diaspora,UZB
"Dargin, Muirin",Russian Federation,39000,Dargwa,Islam - Sunni,42.6083,47.595,1,Unengaged,Low,Not Free,Very High,Very High,Level 4: Do Not Travel,A003,C0061,116040,Muirin,RUS,RS,,,,Central Asian Peoples,Yes,0,Unengaged and Unreached,"10,000+",Indigenous,RUS
Daribi,Papua New Guinea,28000,Dadibi,Christianity - Evangelical Protestant,-6.65765,144.51071,6,Unengaged,Strenuous,Partly Free,Low,Moderate,Level 3: Reconsider Travel,A010,C0152,102456,Daribi,PNG,PP,,,,Asian Pacific Rim Peoples,Yes,2,No Longer Unreached,"10,000+",Indigenous,PNG
